"tag","quad","dx","dy","gx","gy","fam","gen","epitsp","species","status","data","dap","alt","qindex","subquad","nfuste","arv_key0","arv_key","dbhcm","tagchar"
"78415","P05",9.1,4.2,309.10000038147,104.199999809265,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","23; 10","4","5x0","P05quad_5x0",2,"arv_78415","arv_78415.1",2.3,"078415"
"78416","P05",7.5,3,307.5,103,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-10-09","19","3","5x0","P05quad_5x0",1,"arv_78416","arv_78416.1",1.9,"078416"
"78417","P05",8.1,0.5,308.10000038147,100.5,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","15","3","5x0","P05quad_5x0",1,"arv_78417","arv_78417.1",1.5,"078417"
"78418","P05",6.8,0.5,306.800000190735,100.5,"Lauraceae","Ocotea","dispersa","Ocotea dispersa","A","2009-10-09","12","3","5x0","P05quad_5x0",1,"arv_78418","arv_78418.1",1.2,"078418"
"78419","P05",5.8,0.4,305.800000190735,100.40000000596,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","29; 19","3","5x0","P05quad_5x0",2,"arv_78419","arv_78419.1",2.9,"078419"
"78420","P05",5.4,1.1,305.400000095367,101.100000023842,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","38","4","5x0","P05quad_5x0",1,"arv_78420","arv_78420.1",3.8,"078420"
"78421","P05",5.3,3.2,305.300000190735,103.200000047684,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","23","4","5x0","P05quad_5x0",1,"arv_78421","arv_78421.1",2.3,"078421"
"78422","P05",4.3,13.9,304.300000190735,113.89999961853,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","35","3","0x10","P05quad_0x10",1,"arv_78422","arv_78422.1",3.5,"078422"
"78423","P05",3.5,13.1,303.5,113.10000038147,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","50","4","0x10","P05quad_0x10",1,"arv_78423","arv_78423.1",5,"078423"
"78424","P05",3.7,11.4,303.700000047684,111.39999961853,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","31","2","0x10","P05quad_0x10",1,"arv_78424","arv_78424.1",3.1,"078424"
"78425","P05",3.8,10.4,303.799999952316,110.39999961853,"Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A","2009-10-09","49","6","0x10","P05quad_0x10",1,"arv_78425","arv_78425.1",4.9,"078425"
"78426","P05",2.9,10.5,302.900000095367,110.5,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","38","5","0x10","P05quad_0x10",1,"arv_78426","arv_78426.1",3.8,"078426"
"78427","P05",1.7,10.3,301.700000047684,110.300000190735,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","18","2","0x10","P05quad_0x10",1,"arv_78427","arv_78427.1",1.8,"078427"
"78428","P05",1.8,10.8,301.799999952316,110.800000190735,"Fabaceae","Ormosia","arborea","Ormosia arborea","A","2009-10-09","29","4","0x10","P05quad_0x10",1,"arv_78428","arv_78428.1",2.9,"078428"
"78429","P05",0.5,11.1,300.5,111.10000038147,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","17; 15","3","0x10","P05quad_0x10",2,"arv_78429","arv_78429.1",1.7,"078429"
"78430","P05",1.2,15.3,301.200000047684,115.300000190735,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","31","2","0x15","P05quad_0x15",1,"arv_78430","arv_78430.1",3.1,"078430"
"78431","P05",1.3,16.6,301.299999952316,116.60000038147,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","69","6","0x15","P05quad_0x15",1,"arv_78431","arv_78431.1",6.9,"078431"
"78432","P05",1.4,17.1,301.399999976158,117.10000038147,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","24","3","0x15","P05quad_0x15",1,"arv_78432","arv_78432.1",2.4,"078432"
"78433","P05",1.3,18.2,301.299999952316,118.200000762939,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-10-09","21","4","0x15","P05quad_0x15",1,"arv_78433","arv_78433.1",2.1,"078433"
"78434","P05",2,18.6,302,118.60000038147,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-10-09","31","4","0x15","P05quad_0x15",1,"arv_78434","arv_78434.1",3.1,"078434"
"78435","P05",5.6,16.5,305.599999904633,116.5,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","26","5","5x15","P05quad_5x15",1,"arv_78435","arv_78435.1",2.6,"078435"
"78436","P05",7.8,19.2,307.800000190735,119.200000762939,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","20","4","5x15","P05quad_5x15",1,"arv_78436","arv_78436.1",2,"078436"
"78437","P05",8.8,15.5,308.800000190735,115.5,"Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","A","2009-10-09","35","5","5x15","P05quad_5x15",1,"arv_78437","arv_78437.1",3.5,"078437"
"78438","P05",8.3,13.3,308.300000190735,113.300000190735,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","28","3","5x10","P05quad_5x10",1,"arv_78438","arv_78438.1",2.8,"078438"
"78439","P05",8.2,12.6,308.199999809265,112.60000038147,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","46","5","5x10","P05quad_5x10",1,"arv_78439","arv_78439.1",4.6,"078439"
"78440","P05",9.5,11.1,309.5,111.10000038147,"Rubiaceae","Psychotria",NA,NA,"A","2009-10-09","22","3","5x10","P05quad_5x10",1,"arv_78440","arv_78440.1",2.2,"078440"
"78441","P05",6.1,12,306.099999904633,112,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","32","6","5x10","P05quad_5x10",1,"arv_78441","arv_78441.1",3.2,"078441"
"78442","P05",14.4,13.8,314.39999961853,113.800000190735,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","15","3","10x10","P05quad_10x10",1,"arv_78442","arv_78442.1",1.5,"078442"
"78443","P05",13.1,13.8,313.10000038147,113.800000190735,"Rubiaceae","Psychotria",NA,NA,"A","2009-10-09","21; 22","3","10x10","P05quad_10x10",2,"arv_78443","arv_78443.1",2.1,"078443"
"78444","P05",12.3,13.1,312.300000190735,113.10000038147,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","31","3","10x10","P05quad_10x10",1,"arv_78444","arv_78444.1",3.1,"078444"
"78445","P05",10.3,14.6,310.300000190735,114.60000038147,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","20","3","10x10","P05quad_10x10",1,"arv_78445","arv_78445.1",2,"078445"
"78446","P05",11,13.7,311,113.699999809265,"Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","A","2009-10-09","22","4","10x10","P05quad_10x10",1,"arv_78446","arv_78446.1",2.2,"078446"
"78447","P05",10.9,17.1,310.89999961853,117.10000038147,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","34","2","10x15","P05quad_10x15",1,"arv_78447","arv_78447.1",3.4,"078447"
"78448","P05",12.3,18.7,312.300000190735,118.700000762939,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","42","2","10x15","P05quad_10x15",1,"arv_78448","arv_78448.1",4.2,"078448"
"78449","P05",15.5,19.6,315.5,119.60000038147,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","35","3","15x15","P05quad_15x15",1,"arv_78449","arv_78449.1",3.5,"078449"
"78450","P05",16.7,17.4,316.700000762939,117.39999961853,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-10-09","11","2","15x15","P05quad_15x15",1,"arv_78450","arv_78450.1",1.1,"078450"
"78451","P05",16.1,15.7,316.10000038147,115.699999809265,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","31","3","15x15","P05quad_15x15",1,"arv_78451","arv_78451.1",3.1,"078451"
"78452","P05",17.1,16.8,317.10000038147,116.799999237061,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","28","3","15x15","P05quad_15x15",1,"arv_78452","arv_78452.1",2.8,"078452"
"78453","P05",18.3,17.9,318.299999237061,117.89999961853,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","40","5","15x15","P05quad_15x15",1,"arv_78453","arv_78453.1",4,"078453"
"78454","P05",18.7,12.9,318.700000762939,112.89999961853,"Olacaceae","Heisteria","silvianii","Heisteria silvianii","A","2009-10-09","24","4","15x10","P05quad_15x10",1,"arv_78454","arv_78454.1",2.4,"078454"
"78455","P05",14,3.3,314,103.299999952316,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","24","3","10x0","P05quad_10x0",1,"arv_78455","arv_78455.1",2.4,"078455"
"78456","P05",13.9,1.3,313.89999961853,101.299999952316,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","20","3","10x0","P05quad_10x0",1,"arv_78456","arv_78456.1",2,"078456"
"78457","P05",12.2,0.4,312.199999809265,100.40000000596,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","35; 16","4","10x0","P05quad_10x0",2,"arv_78457","arv_78457.1",3.5,"078457"
"78458","P05",11.4,0.5,311.39999961853,100.5,"Myrtaceae","Eugenia","sulcata","Eugenia sulcata","A","2009-10-09","14","3","10x0","P05quad_10x0",1,"arv_78458","arv_78458.1",1.4,"078458"
"78459","P05",10.8,0.4,310.800000190735,100.40000000596,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","33","3","10x0","P05quad_10x0",1,"arv_78459","arv_78459.1",3.3,"078459"
"78460","P05",12.6,1.2,312.60000038147,101.200000047684,"Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","A","2009-10-09","29","5","10x0","P05quad_10x0",1,"arv_78460","arv_78460.1",2.9,"078460"
"78461","P05",10.7,1.5,310.699999809265,101.5,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","14","2","10x0","P05quad_10x0",1,"arv_78461","arv_78461.1",1.4,"078461"
"78462","P05",11.1,2.6,311.10000038147,102.599999904633,"Aquifoliaceae","Ilex","theezans","Ilex theezans","A","2009-10-09","13","2","10x0","P05quad_10x0",1,"arv_78462","arv_78462.1",1.3,"078462"
"78463","P05",10.8,3.2,310.800000190735,103.200000047684,"Aquifoliaceae","Ilex","theezans","Ilex theezans","A","2009-10-09","16","3","10x0","P05quad_10x0",1,"arv_78463","arv_78463.1",1.6,"078463"
"78464","P05",10.5,3.7,310.5,103.700000047684,"Rubiaceae","Psychotria","hastisepala","Psychotria hastisepala","A","2009-10-09","18","4","10x0","P05quad_10x0",1,"arv_78464","arv_78464.1",1.8,"078464"
"78465","P05",10.5,4.5,310.5,104.5,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","13","2","10x0","P05quad_10x0",1,"arv_78465","arv_78465.1",1.3,"078465"
"78466","P05",11.7,4.6,311.699999809265,104.599999904633,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","16","3","10x0","P05quad_10x0",1,"arv_78466","arv_78466.1",1.6,"078466"
"78467","P05",13.9,9.2,313.89999961853,109.199999809265,"Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","A","2009-10-09","30","2","10x5","P05quad_10x5",1,"arv_78467","arv_78467.1",3,"078467"
"78468","P05",18.8,7.2,318.799999237061,107.199999809265,"Malpighiaceae","Byrsonima","ligustrifolia","Byrsonima ligustrifolia","A","2009-10-09","13","3","15x5","P05quad_15x5",1,"arv_78468","arv_78468.1",1.3,"078468"
"78469","P05",16,2.5,316,102.5,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","38","6","15x0","P05quad_15x0",1,"arv_78469","arv_78469.1",3.8,"078469"
"78470","P05",16.6,1.2,316.60000038147,101.200000047684,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-10-09","53","5","15x0","P05quad_15x0",1,"arv_78470","arv_78470.1",5.3,"078470"
"78471","P05",17.3,0.7,317.299999237061,100.699999988079,"Lauraceae","Aniba","viridis","Aniba viridis","A","2009-10-09","25","6","15x0","P05quad_15x0",1,"arv_78471","arv_78471.1",2.5,"078471"
"78472","P07",1.9,12.9,301.899999976158,152.89999961853,"Aquifoliaceae","Ilex","theezans","Ilex theezans","A","2009-10-09","14","2","0x10","P07quad_0x10",1,"arv_78472","arv_78472.1",1.4,"078472"
"78473","P07",0.6,15.9,300.600000023842,155.89999961853,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","30","4","0x15","P07quad_0x15",1,"arv_78473","arv_78473.1",3,"078473"
"78474","P07",1.1,16.9,301.100000023842,156.89999961853,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-10-09","18","5","0x15","P07quad_0x15",1,"arv_78474","arv_78474.1",1.8,"078474"
"78475","P07",0.3,17.5,300.300000011921,157.5,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-10-09","40","8","0x15","P07quad_0x15",1,"arv_78475","arv_78475.1",4,"078475"
"78476","P07",2.6,17.9,302.599999904633,157.89999961853,"Fabaceae","Albizia","pedicellaris","Albizia pedicellaris","A","2009-10-09","35","5","0x15","P07quad_0x15",1,"arv_78476","arv_78476.1",3.5,"078476"
"78477","P07",1.9,19.4,301.899999976158,159.39999961853,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","45","7","0x15","P07quad_0x15",1,"arv_78477","arv_78477.1",4.5,"078477"
"78478","P07",2,18.4,302,158.39999961853,"Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","A","2009-10-09","25","6","0x15","P07quad_0x15",1,"arv_78478","arv_78478.1",2.5,"078478"
"78479","P07",3.3,18.9,303.299999952316,158.89999961853,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","32","5","0x15","P07quad_0x15",1,"arv_78479","arv_78479.1",3.2,"078479"
"78480","P07",4.5,15.6,304.5,155.60000038147,"Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","A","2009-10-09","17","4","0x15","P07quad_0x15",1,"arv_78480","arv_78480.1",1.7,"078480"
"78481","P07",5.9,18.9,305.900000095367,158.89999961853,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-10-09","23","4","5x15","P07quad_5x15",1,"arv_78481","arv_78481.1",2.3,"078481"
"78482","P07",6.9,19.4,306.900000095367,159.39999961853,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","31","3","5x15","P07quad_5x15",1,"arv_78482","arv_78482.1",3.1,"078482"
"78483","P07",7.8,18.9,307.800000190735,158.89999961853,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-10-09","24","4","5x15","P07quad_5x15",1,"arv_78483","arv_78483.1",2.4,"078483"
"78484","P07",6.5,17.9,306.5,157.89999961853,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-10-09","42","7","5x15","P07quad_5x15",1,"arv_78484","arv_78484.1",4.2,"078484"
"78485","P07",8.6,18,308.60000038147,158,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","32","4","5x15","P07quad_5x15",1,"arv_78485","arv_78485.1",3.2,"078485"
"78486","P07",6.7,15.8,306.699999809265,155.800000190735,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","30","3","5x15","P07quad_5x15",1,"arv_78486","arv_78486.1",3,"078486"
"78487","P07",7.4,14.1,307.400000095367,154.10000038147,"Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","A","2009-10-09","25","6","5x10","P07quad_5x10",1,"arv_78487","arv_78487.1",2.5,"078487"
"78488","P07",8.6,12.7,308.60000038147,152.699999809265,"Aquifoliaceae","Ilex","theezans","Ilex theezans","A","2009-10-09","23","5","5x10","P07quad_5x10",1,"arv_78488","arv_78488.1",2.3,"078488"
"78489","P07",6.2,12,306.199999809265,152,"Aquifoliaceae","Ilex","dumosa","Ilex dumosa","A","2009-10-09","17","3","5x10","P07quad_5x10",1,"arv_78489","arv_78489.1",1.7,"078489"
"78490","P07",13.6,12.4,313.60000038147,152.39999961853,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","27","5","10x10","P07quad_10x10",1,"arv_78490","arv_78490.1",2.7,"078490"
"78491","P07",14,10.4,314,150.39999961853,"Myrtaceae","Eugenia","sulcata","Eugenia sulcata","A","2009-10-09","22","3","10x10","P07quad_10x10",1,"arv_78491","arv_78491.1",2.2,"078491"
"78492","P07",11.4,10.5,311.39999961853,150.5,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","33","6","10x10","P07quad_10x10",1,"arv_78492","arv_78492.1",3.3,"078492"
"78493","P07",12.8,14.2,312.800000190735,154.199999809265,"Aquifoliaceae","Ilex","theezans","Ilex theezans","A","2009-10-09","45","7","10x10","P07quad_10x10",1,"arv_78493","arv_78493.1",4.5,"078493"
"78494","P07",12.9,13.5,312.89999961853,153.5,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","32","4","10x10","P07quad_10x10",1,"arv_78494","arv_78494.1",3.2,"078494"
"78495","P07",12.4,13.4,312.39999961853,153.39999961853,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","30","4","10x10","P07quad_10x10",1,"arv_78495","arv_78495.1",3,"078495"
"78496","P07",11.7,12.3,311.699999809265,152.300000190735,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","32","3","10x10","P07quad_10x10",1,"arv_78496","arv_78496.1",3.2,"078496"
"78497","P07",11.3,12.6,311.300000190735,152.60000038147,"Primulaceae","Myrsine","venosa","Myrsine venosa","A","2009-10-09","14","3","10x10","P07quad_10x10",1,"arv_78497","arv_78497.1",1.4,"078497"
"78498","P07",10.7,11.1,310.699999809265,151.10000038147,"Aquifoliaceae","Ilex","dumosa","Ilex dumosa","A","2009-10-09","45","6","10x10","P07quad_10x10",1,"arv_78498","arv_78498.1",4.5,"078498"
"78499","P07",10.2,11.4,310.199999809265,151.39999961853,"Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","A","2009-10-09","18","3","10x10","P07quad_10x10",1,"arv_78499","arv_78499.1",1.8,"078499"
"78500","P07",10.6,13.3,310.60000038147,153.300000190735,"Aquifoliaceae","Ilex","dumosa","Ilex dumosa","A","2009-10-09","36","6","10x10","P07quad_10x10",1,"arv_78500","arv_78500.1",3.6,"078500"
"78501","P07",11,14.5,311,154.5,"Aquifoliaceae","Ilex","theezans","Ilex theezans","A","2009-10-09","13","4","10x10","P07quad_10x10",1,"arv_78501","arv_78501.1",1.3,"078501"
"78502","P07",12.3,14.8,312.300000190735,154.800000190735,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","27","3","10x10","P07quad_10x10",1,"arv_78502","arv_78502.1",2.7,"078502"
"78503","P07",10.1,14,310.10000038147,154,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","32","3","10x10","P07quad_10x10",1,"arv_78503","arv_78503.1",3.2,"078503"
"78504","P07",13.4,15.4,313.39999961853,155.39999961853,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","30","3","10x15","P07quad_10x15",1,"arv_78504","arv_78504.1",3,"078504"
"78505","P07",11.1,16.6,311.10000038147,156.60000038147,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","35","4","10x15","P07quad_10x15",1,"arv_78505","arv_78505.1",3.5,"078505"
"78506","P07",11.5,17.8,311.5,157.799999237061,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","10","2","10x15","P07quad_10x15",1,"arv_78506","arv_78506.1",1,"078506"
"78507","P07",13.3,17.3,313.300000190735,157.299999237061,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","30","2","10x15","P07quad_10x15",1,"arv_78507","arv_78507.1",3,"078507"
"78508","P07",13.2,18.5,313.199999809265,158.5,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","38","8","10x15","P07quad_10x15",1,"arv_78508","arv_78508.1",3.8,"078508"
"78509","P07",12.7,18.6,312.699999809265,158.60000038147,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","25","3","10x15","P07quad_10x15",1,"arv_78509","arv_78509.1",2.5,"078509"
"78510","P07",11.6,18.6,311.60000038147,158.60000038147,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","28","3","10x15","P07quad_10x15",1,"arv_78510","arv_78510.1",2.8,"078510"
"78511","P07",11.2,19.2,311.199999809265,159.200000762939,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-10-09","15","4","10x15","P07quad_10x15",1,"arv_78511","arv_78511.1",1.5,"078511"
"78512","P07",10.7,19.6,310.699999809265,159.60000038147,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","15","3","10x15","P07quad_10x15",1,"arv_78512","arv_78512.1",1.5,"078512"
"78513","P07",13.8,19.4,313.800000190735,159.39999961853,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","43","6","10x15","P07quad_10x15",1,"arv_78513","arv_78513.1",4.3,"078513"
"78514","P07",13.5,19.8,313.5,159.799999237061,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","32","5","10x15","P07quad_10x15",1,"arv_78514","arv_78514.1",3.2,"078514"
"78515","P07",14.1,17.1,314.10000038147,157.10000038147,"Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","A","2009-10-09","20","5","10x15","P07quad_10x15",1,"arv_78515","arv_78515.1",2,"078515"
"78516","P07",15.2,19.7,315.199999809265,159.700000762939,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","18","2","15x15","P07quad_15x15",1,"arv_78516","arv_78516.1",1.8,"078516"
